h,r,t
1969,2,240334
1705,2,240334
1219,2,240334
2037,2,240334
1537,2,240334
1283,2,240334
1626,2,240334
2384,2,240375
1421,2,240375
1813,2,240375
1275,2,240375
1934,2,240375
1274,2,240612
2150,2,240612
1969,2,240612
1705,2,240612
1571,2,240612
1397,2,240612
2037,2,240612
1626,2,240612
2025,2,240737
208,2,240737
2118,2,240737
2309,2,240737
2770,2,240737
2015,2,240737
1247,2,240749
1642,2,240749
1350,2,240749
1890,2,240749
427,2,240749
2339,2,240749
151,2,240749
2744,2,240749
1260,2,240749
441,2,240749
1242,2,240749
1274,2,240833
1969,2,240833
1705,2,240833
1571,2,240833
2498,2,240833
1397,2,240833
2037,2,240833
1364,2,240938
1378,2,240938
1914,2,240938
2087,2,240938
2079,2,240938
2739,2,240938
2534,2,240938
2122,2,240938
2121,2,240938
1906,2,240938
2363,2,240986
2090,2,240986
2024,2,240986
292,2,240986
2320,2,240986
278,2,240986
1416,2,240986
2747,2,240986
2746,2,240986
2453,2,240986
1364,2,241017
1378,2,241017
1914,2,241017
2739,2,241017
2121,2,241017
1274,2,241166
2150,2,241166
1969,2,241166
2495,2,241166
1369,2,241166
2498,2,241166
1397,2,241166
1732,2,241166
1273,2,241188
2289,2,241188
1216,2,241188
1990,2,241188
238,2,241188
2367,2,241188
1895,2,241188
1270,2,241188
2742,2,241188
2078,2,241409
1273,2,241409
1971,2,241409
238,2,241409
2367,2,241409
2640,2,241415
2338,2,241415
427,2,241415
2339,2,241415
151,2,241415
2024,2,241415
358,2,241415
1559,2,241415
1416,2,241415
2747,2,241415
2746,2,241415
1883,2,241758
1226,2,241758
1727,2,241758
1241,2,241758
2351,2,241758
2617,2,242023
2808,2,242023
2615,2,242023
214,2,242023
1907,2,242023
2209,2,242036
1159,2,242036
2634,2,242036
2213,2,242036
2194,2,242036
2027,2,242087
1961,2,242087
2579,2,242087
2193,2,242087
245,2,242087
2298,2,242087
2363,2,242188
1796,2,242188
1247,2,242188
2617,2,242188
2808,2,242188
2615,2,242188
214,2,242188
2640,2,242188
2344,2,242188
213,2,242188
257,2,242188
2180,2,242188
2342,2,242188
2397,2,242188
2338,2,242188
427,2,242188
2339,2,242188
151,2,242188
2024,2,242188
292,2,242188
2320,2,242188
2060,2,242188
22,2,242188
2199,2,242188
1416,2,242188
2747,2,242188
1680,2,242188
1408,2,242325
2027,2,242325
1961,2,242325
245,2,242325
2298,2,242325
1274,2,242921
1969,2,242921
1705,2,242921
2400,2,242921
2818,2,242921
353,2,242921
2142,2,242921
2498,2,242921
1397,2,242921
2037,2,242921
2280,2,242921
1537,2,242921
1163,2,242921
2341,2,242921
1884,2,242990
2553,2,242990
1419,2,242990
2717,2,242990
1949,2,242990
1884,2,243006
1631,2,243006
2553,2,243006
2636,2,243006
2717,2,243006
1949,2,243006
2493,2,243165
2352,2,243165
1383,2,243165
1679,2,243165
182,2,243165
1160,2,243697
2256,2,243697
1226,2,243697
1504,2,243697
1727,2,243697
1923,2,244115
1855,2,244115
1682,2,244115
2532,2,244115
2738,2,244115
1572,2,244579
1960,2,244579
2384,2,244579
1507,2,244579
2347,2,244579
212,2,244579
2291,2,244579
1421,2,244579
1813,2,244579
1275,2,244579
1934,2,244579
1284,2,244593
2554,2,244593
243,2,244593
242,2,244593
1290,2,244593
1480,2,244593
2344,2,244810
1890,2,244810
427,2,244810
2339,2,244810
151,2,244810
2024,2,244810
292,2,244810
2320,2,244810
1260,2,244810
1349,2,244810
1847,2,244810
1796,2,244813
2024,2,244813
292,2,244813
2320,2,244813
1907,2,244813
2744,2,244813
1847,2,244813
2363,2,245150
1790,2,245150
2090,2,245150
1465,2,245150
358,2,245150
1559,2,245150
1273,2,245502
2289,2,245502
1216,2,245502
1971,2,245502
1990,2,245502
238,2,245502
2367,2,245502
1409,2,245502
1270,2,245502
2742,2,245502
1433,2,245502
1931,2,245508
2533,2,245508
2352,2,245508
1893,2,245508
1812,2,245508
1471,2,245508
2323,2,245508
2347,2,245508
2617,2,245571
2808,2,245571
2615,2,245571
213,2,245571
2060,2,245571
427,2,245719
151,2,245719
1260,2,245719
441,2,245719
1242,2,245719
1572,2,245960
1960,2,245960
2384,2,245960
1507,2,245960
1421,2,245960
1813,2,245960
1275,2,245960
1934,2,245960
1313,2,246035
259,2,246035
2183,2,246035
2039,2,246035
240,2,246035
1166,2,246035
1285,2,246035
2665,2,246379
2108,2,246379
1909,2,246379
2009,2,246379
2664,2,246379
1904,2,246379
2452,2,246379
1894,2,246466
342,2,246466
420,2,246466
1173,2,246466
2177,2,246466
1267,2,246681
212,2,246681
2291,2,246681
2374,2,246681
224,2,246681
2048,2,246730
1987,2,246730
1391,2,246730
1754,2,246730
2197,2,246730
1890,2,246793
427,2,246793
2339,2,246793
151,2,246793
1260,2,246793
441,2,246793
1242,2,246793
1847,2,246793
1890,2,246849
427,2,246849
2339,2,246849
151,2,246849
441,2,246849
1242,2,246849
2617,2,246872
2808,2,246872
2615,2,246872
214,2,246872
213,2,246872
1890,2,246872
292,2,246872
2320,2,246872
2060,2,246872
2199,2,246872
1856,2,246929
1206,2,246929
336,2,246929
169,2,246929
1344,2,246929
1500,2,246929
2617,2,247228
2808,2,247228
2615,2,247228
214,2,247228
2344,2,247228
2401,2,247228
2342,2,247228
2090,2,247228
2397,2,247228
1562,2,247228
2214,2,247228
427,2,247228
2339,2,247228
151,2,247228
2024,2,247228
22,2,247228
2744,2,247228
1260,2,247228
1897,2,247228
441,2,247228
1242,2,247228
2379,2,247228
1671,2,247228
1434,2,247228
1895,2,247228
2640,2,247259
1859,2,247259
427,2,247259
2339,2,247259
151,2,247259
2363,2,247317
1247,2,247317
2617,2,247317
2808,2,247317
2615,2,247317
214,2,247317
1642,2,247317
2640,2,247317
213,2,247317
257,2,247317
2180,2,247317
1324,2,247317
2342,2,247317
2463,2,247317
2090,2,247317
1890,2,247317
1859,2,247317
2338,2,247317
1562,2,247317
1759,2,247317
427,2,247317
2339,2,247317
151,2,247317
2713,2,247317
2120,2,247317
292,2,247317
2320,2,247317
2060,2,247317
22,2,247317
358,2,247317
1559,2,247317
278,2,247317
1897,2,247317
1933,2,247317
2453,2,247317
1911,2,247317
1364,2,247425
1378,2,247425
1914,2,247425
2087,2,247425
2079,2,247425
2739,2,247425
2121,2,247425
2025,2,247653
208,2,247653
2770,2,247653
2015,2,247653
1373,2,247653
1682,2,247653
1884,2,247662
2172,2,247662
1631,2,247662
2553,2,247662
2636,2,247662
2115,2,247662
2717,2,247662
1949,2,247662
2009,2,247950
2664,2,247950
1900,2,247950
2740,2,247950
1904,2,247950
301,2,247950
1164,2,248558
2017,2,248558
1437,2,248558
2006,2,248558
1188,2,248558
259,2,248558
2183,2,248558
1523,2,248558
1285,2,248558
2426,2,248635
2191,2,248635
2759,2,248635
2635,2,248635
244,2,248635
2617,2,248891
2808,2,248891
2615,2,248891
214,2,248891
292,2,248891
2320,2,248891
1355,2,249232
2209,2,249232
1159,2,249232
2665,2,249232
2108,2,249232
1909,2,249232
2009,2,249232
2664,2,249232
1904,2,249232
1356,2,249232
301,2,249232
2665,2,249234
1862,2,249234
2009,2,249234
2664,2,249234
301,2,249234
1164,2,249401
2017,2,249401
2006,2,249401
259,2,249401
2183,2,249401
2713,2,249437
2120,2,249437
292,2,249437
2320,2,249437
278,2,249437
1416,2,249437
2747,2,249437
1164,2,249629
2017,2,249629
2006,2,249629
259,2,249629
2183,2,249629
1284,2,249657
2554,2,249657
243,2,249657
242,2,249657
1290,2,249657
1480,2,249657
1408,2,249726
2030,2,249726
1822,2,249726
273,2,249726
1501,2,249726
1572,2,249914
1421,2,249914
1813,2,249914
1275,2,249914
1934,2,249914
2048,2,250018
221,2,250018
2247,2,250018
2239,2,250018
2253,2,250018
2213,2,250018
1593,2,250018
1754,2,250018
2197,2,250018
2363,2,250607
2617,2,250607
2808,2,250607
2615,2,250607
214,2,250607
2555,2,250607
2640,2,250607
257,2,250607
2180,2,250607
1324,2,250607
2401,2,250607
2463,2,250607
2090,2,250607
1890,2,250607
2397,2,250607
2338,2,250607
2214,2,250607
1759,2,250607
2713,2,250607
2120,2,250607
2024,2,250607
292,2,250607
2320,2,250607
358,2,250607
1559,2,250607
278,2,250607
2744,2,250607
1450,2,250607
1895,2,250607
212,2,250811
2291,2,250811
2895,2,250811
2374,2,250811
224,2,250811
2295,2,250811
1355,2,250873
2665,2,250873
2108,2,250873
2009,2,250873
2664,2,250873
1900,2,250873
2740,2,250873
1356,2,250873
1160,2,250967
2256,2,250967
1389,2,250967
2166,2,250967
2351,2,250967
1910,2,251033
174,2,251033
1891,2,251033
1232,2,251033
2740,2,251033
1767,2,251033
1864,2,251160
3013,2,251160
1723,2,251160
391,2,251160
2244,2,251160
1164,2,251245
2017,2,251245
2006,2,251245
259,2,251245
2183,2,251245
1523,2,251245
1784,2,251245
2114,2,251245
1631,2,251543
2553,2,251543
2636,2,251543
1357,2,251543
2717,2,251543
1949,2,251543
2393,2,251601
1989,2,251601
2710,2,251601
1358,2,251601
1306,2,251601
1795,2,251601
2712,2,251601
1890,2,251631
1562,2,251631
1989,2,251631
2710,2,251631
1358,2,251631
1933,2,251631
1795,2,251631
2712,2,251631
2331,2,251631
1642,2,251645
1423,2,251645
2744,2,251645
1680,2,251645
2453,2,251645
2393,2,251671
1890,2,251671
1989,2,251671
2710,2,251671
1358,2,251671
1247,2,251687
2555,2,251687
2397,2,251687
1562,2,251687
2214,2,251687
1989,2,251687
2710,2,251687
1358,2,251687
1306,2,251687
1853,2,252067
768,2,252067
2027,2,252067
1961,2,252067
245,2,252067
2298,2,252067
1274,2,252327
1969,2,252327
2495,2,252327
1705,2,252327
1571,2,252327
2400,2,252327
2818,2,252327
353,2,252327
2142,2,252327
2498,2,252327
1219,2,252327
2069,2,252327
2280,2,252327
1537,2,252327
1163,2,252327
2341,2,252327
2138,2,252327
2225,2,252327
1382,2,252409
1352,2,252409
1571,2,252409
2008,2,252409
1425,2,252409
212,2,252409
2291,2,252409
2200,2,252409
2374,2,252409
224,2,252409
2295,2,252409
2363,2,252486
2555,2,252486
1350,2,252486
1790,2,252486
1324,2,252486
2393,2,252486
2090,2,252486
1890,2,252486
1562,2,252486
1759,2,252486
1989,2,252486
2744,2,252486
2379,2,252486
1944,2,252486
1434,2,252486
1895,2,252486
221,2,252747
2209,2,252747
1159,2,252747
2247,2,252747
1391,2,252747
1817,2,252747
1872,2,252747
1593,2,252747
2197,2,252747
215,2,252747
2809,2,252747
2194,2,252747
2393,2,252763
427,2,252763
151,2,252763
1989,2,252763
2536,2,252763
292,2,252763
2320,2,252763
1260,2,252763
441,2,252763
1242,2,252763
2746,2,252763
1324,2,252770
1759,2,252770
358,2,252770
1559,2,252770
1423,2,252770
1944,2,252770
2617,2,252850
2808,2,252850
2615,2,252850
214,2,252850
2344,2,252850
278,2,252850
1425,2,252936
212,2,252936
2291,2,252936
2374,2,252936
224,2,252936
1425,2,252937
212,2,252937
2291,2,252937
2895,2,252937
2374,2,252937
224,2,252937
1247,2,253029
1642,2,253029
2344,2,253029
1350,2,253029
2393,2,253029
2342,2,253029
1890,2,253029
1859,2,253029
2338,2,253029
1989,2,253029
2713,2,253029
2120,2,253029
2024,2,253029
2710,2,253029
1358,2,253029
22,2,253029
1911,2,253029
1969,2,253063
2495,2,253063
1705,2,253063
2818,2,253063
353,2,253063
2142,2,253063
2498,2,253063
2363,2,253161
1247,2,253161
2640,2,253161
2344,2,253161
2090,2,253161
1890,2,253161
1859,2,253161
2338,2,253161
1423,2,253161
1806,2,253161
1847,2,253161
1998,2,253249
218,2,253249
2222,2,253249
2515,2,253249
1213,2,253249
1522,2,253249
1676,2,253249
1325,2,253249
2210,2,253249
2426,2,253347
2191,2,253347
2759,2,253347
2635,2,253347
244,2,253347
2426,2,253397
2191,2,253397
2759,2,253397
2635,2,253397
244,2,253397
1425,2,253517
212,2,253517
2291,2,253517
2374,2,253517
224,2,253517
2400,2,253836
2498,2,253836
1397,2,253836
1163,2,253836
2341,2,253836
1884,2,254046
1631,2,254046
2553,2,254046
2636,2,254046
2115,2,254046
2717,2,254046
1949,2,254046
2363,2,254060
1796,2,254060
2342,2,254060
1562,2,254060
1989,2,254060
22,2,254060
1416,2,254060
2747,2,254060
2746,2,254060
2501,2,254584
212,2,254584
2291,2,254584
2374,2,254584
224,2,254584
1284,2,254783
2554,2,254783
243,2,254783
242,2,254783
1290,2,254783
1480,2,254783
1284,2,254787
2554,2,254787
243,2,254787
242,2,254787
1290,2,254787
1480,2,254787
1284,2,254795
2554,2,254795
243,2,254795
242,2,254795
1290,2,254795
1284,2,254836
2554,2,254836
243,2,254836
242,2,254836
1290,2,254836
1480,2,254836
1968,2,254969
1161,2,254969
2711,2,254969
2363,2,254969
1796,2,254969
1247,2,254969
2617,2,254969
2808,2,254969
2615,2,254969
214,2,254969
2555,2,254969
1642,2,254969
2640,2,254969
2344,2,254969
1704,2,254969
213,2,254969
257,2,254969
2180,2,254969
1350,2,254969
1790,2,254969
1324,2,254969
2393,2,254969
2401,2,254969
2342,2,254969
2463,2,254969
2090,2,254969
1890,2,254969
1859,2,254969
2397,2,254969
2338,2,254969
1556,2,254969
1562,2,254969
2214,2,254969
1759,2,254969
1647,2,254969
427,2,254969
2339,2,254969
151,2,254969
2340,2,254969
1172,2,254969
2618,2,254969
1989,2,254969
2713,2,254969
2120,2,254969
2024,2,254969
1465,2,254969
2536,2,254969
2710,2,254969
1358,2,254969
1701,2,254969
292,2,254969
2320,2,254969
1907,2,254969
2060,2,254969
22,2,254969
358,2,254969
1559,2,254969
1423,2,254969
278,2,254969
2744,2,254969
1450,2,254969
1260,2,254969
1806,2,254969
1897,2,254969
2199,2,254969
1306,2,254969
1933,2,254969
441,2,254969
1242,2,254969
1416,2,254969
2747,2,254969
1349,2,254969
2379,2,254969
2746,2,254969
1944,2,254969
1847,2,254969
1671,2,254969
1434,2,254969
1680,2,254969
2388,2,254969
1795,2,254969
2712,2,254969
2548,2,254969
1895,2,254969
2453,2,254969
2331,2,254969
2090,2,255024
292,2,255024
2320,2,255024
278,2,255024
2744,2,255024
1382,2,255086
1352,2,255086
1425,2,255086
212,2,255086
2291,2,255086
2200,2,255086
2895,2,255086
2374,2,255086
224,2,255086
2295,2,255086
1744,2,255429
220,2,255429
2325,2,255429
2030,2,255429
1822,2,255429
1969,2,255554
2495,2,255554
1705,2,255554
1369,2,255554
2498,2,255554
2037,2,255554
1969,2,255560
1705,2,255560
2400,2,255560
1397,2,255560
1732,2,255560
1163,2,255560
2341,2,255560
218,2,255620
2222,2,255620
1428,2,255620
1192,2,255620
1522,2,255620
1676,2,255620
1325,2,255620
2210,2,255620
2008,2,255833
2501,2,255833
1425,2,255833
2200,2,255833
2374,2,255833
224,2,255833
1425,2,255890
212,2,255890
2291,2,255890
2374,2,255890
224,2,255890
1382,2,256007
1352,2,256007
2501,2,256007
1425,2,256007
212,2,256007
2291,2,256007
2374,2,256007
224,2,256007
1382,2,256128
1352,2,256128
1369,2,256128
2373,2,256128
2008,2,256128
2501,2,256128
212,2,256128
2291,2,256128
2200,2,256128
2895,2,256128
2374,2,256128
224,2,256128
2426,2,256161
2191,2,256161
2759,2,256161
2635,2,256161
244,2,256161
1382,2,256171
1369,2,256171
2501,2,256171
2200,2,256171
2374,2,256171
224,2,256171
1382,2,256229
1352,2,256229
2008,2,256229
2501,2,256229
212,2,256229
2291,2,256229
2200,2,256229
2895,2,256229
2374,2,256229
224,2,256229
1382,2,256244
1352,2,256244
2501,2,256244
1425,2,256244
212,2,256244
2291,2,256244
2374,2,256244
224,2,256244
1425,2,256304
212,2,256304
2291,2,256304
2374,2,256304
224,2,256304
1425,2,256305
212,2,256305
2291,2,256305
2200,2,256305
2374,2,256305
224,2,256305
1571,2,256318
2501,2,256318
1425,2,256318
2374,2,256318
224,2,256318
1382,2,256336
1352,2,256336
2008,2,256336
2501,2,256336
1425,2,256336
2895,2,256336
2374,2,256336
224,2,256336
2295,2,256336
1352,2,256412
2008,2,256412
2501,2,256412
1425,2,256412
2895,2,256412
1425,2,256414
212,2,256414
2291,2,256414
2374,2,256414
224,2,256414
2614,2,256443
1813,2,256443
1275,2,256443
1482,2,256443
2226,2,256443
1222,2,256443
2670,2,256443
2178,2,256477
1421,2,256477
1275,2,256477
2226,2,256477
1201,2,256477
1222,2,256477
2670,2,256477
2024,2,256740
2536,2,256740
1423,2,256740
1944,2,256740
1895,2,256740
2342,2,256793
2090,2,256793
2338,2,256793
2340,2,256793
1172,2,256793
2536,2,256793
2744,2,256793
1450,2,256793
1642,2,256810
1350,2,256810
2393,2,256810
2342,2,256810
1859,2,256810
2338,2,256810
1556,2,256810
2214,2,256810
427,2,256810
2339,2,256810
151,2,256810
2340,2,256810
1172,2,256810
1989,2,256810
2713,2,256810
2120,2,256810
2536,2,256810
2710,2,256810
1358,2,256810
22,2,256810
1423,2,256810
2744,2,256810
1450,2,256810
1806,2,256810
441,2,256810
1242,2,256810
1349,2,256810
2746,2,256810
1847,2,256810
2388,2,256810
1895,2,256810
1385,2,256850
1164,2,256850
2017,2,256850
2349,2,256850
2006,2,256850
1826,2,256850
2365,2,256850
2016,2,256850
259,2,256850
2183,2,256850
1523,2,256850
1784,2,256850
2114,2,256850
2039,2,256850
240,2,256850
1166,2,256850
2025,2,256949
208,2,256949
2118,2,256949
2770,2,256949
2015,2,256949
1164,2,257031
2017,2,257031
259,2,257031
2183,2,257031
1784,2,257031
2150,2,257137
2495,2,257137
1705,2,257137
2069,2,257137
1397,2,257137
2393,2,257386
2342,2,257386
2090,2,257386
2618,2,257386
1989,2,257386
22,2,257386
2393,2,257389
2338,2,257389
2536,2,257389
1701,2,257389
2744,2,257389
1306,2,257389
1352,2,257645
2501,2,257645
1425,2,257645
212,2,257645
2291,2,257645
2895,2,257645
2374,2,257645
224,2,257645
2295,2,257645
1642,2,258091
1890,2,258091
427,2,258091
151,2,258091
1260,2,258091
441,2,258091
1242,2,258091
1847,2,258091
427,2,258096
151,2,258096
441,2,258096
1242,2,258096
1847,2,258096
2363,2,258276
1796,2,258276
2640,2,258276
1790,2,258276
1324,2,258276
1759,2,258276
1796,2,258281
2090,2,258281
2397,2,258281
2338,2,258281
2713,2,258281
2120,2,258281
1931,2,258314
2533,2,258314
2493,2,258314
2352,2,258314
1893,2,258314
2209,2,259095
1159,2,259095
2665,2,259095
2098,2,259095
2108,2,259095
1909,2,259095
2009,2,259095
2664,2,259095
1865,2,259095
1904,2,259095
2452,2,259095
1356,2,259095
301,2,259095
2526,2,259095
2363,2,259203
2617,2,259203
2808,2,259203
2615,2,259203
214,2,259203
2555,2,259203
1642,2,259203
2640,2,259203
2344,2,259203
1704,2,259203
1350,2,259203
1790,2,259203
1324,2,259203
2342,2,259203
2338,2,259203
2214,2,259203
2618,2,259203
1989,2,259203
1465,2,259203
2536,2,259203
2710,2,259203
1358,2,259203
292,2,259203
2320,2,259203
2060,2,259203
22,2,259203
358,2,259203
1559,2,259203
278,2,259203
2744,2,259203
1450,2,259203
1806,2,259203
1897,2,259203
2199,2,259203
1306,2,259203
1349,2,259203
2379,2,259203
1671,2,259203
1895,2,259203
2617,2,259418
2808,2,259418
2615,2,259418
214,2,259418
213,2,259418
1260,2,259418
1944,2,259418
1859,2,259421
427,2,259421
2339,2,259421
151,2,259421
1260,2,259421
2363,2,259426
2617,2,259426
2808,2,259426
2615,2,259426
1704,2,259426
213,2,259426
1890,2,259426
427,2,259426
2339,2,259426
151,2,259426
1423,2,259426
1260,2,259426
1944,2,259426
1642,2,259428
2342,2,259428
1890,2,259428
22,2,259428
1944,2,259428
1164,2,259453
2017,2,259453
1187,2,259453
1340,2,259453
1523,2,259453
1285,2,259453
1504,2,260044
1389,2,260044
2440,2,260044
1523,2,260044
1254,2,260044
2426,2,260920
2191,2,260920
2759,2,260920
2635,2,260920
244,2,260920
1859,2,261322
2338,2,261322
427,2,261322
2339,2,261322
151,2,261322
2024,2,261322
292,2,261322
2320,2,261322
1260,2,261322
1416,2,261322
2747,2,261322
2746,2,261322
1847,2,261322
2665,2,261496
2098,2,261496
2009,2,261496
2664,2,261496
1900,2,261496
2740,2,261496
1904,2,261496
1356,2,261496
301,2,261496
2533,2,261692
2493,2,261692
2352,2,261692
1893,2,261692
1812,2,261692
1355,2,261890
2665,2,261890
2098,2,261890
2009,2,261890
2664,2,261890
2740,2,261890
1904,2,261890
1356,2,261890
218,2,261967
2222,2,261967
1522,2,261967
1325,2,261967
1418,2,261967
2386,2,261967
1326,2,261967
1954,2,261967
1998,2,261973
1522,2,261973
1676,2,261973
2386,2,261973
1326,2,261973
2617,2,261987
2808,2,261987
2615,2,261987
214,2,261987
2344,2,261987
213,2,261987
2393,2,261987
1989,2,261987
292,2,261987
2320,2,261987
2617,2,261990
2808,2,261990
2615,2,261990
214,2,261990
213,2,261990
1933,2,261990
2344,2,262006
1890,2,262006
2397,2,262006
427,2,262006
2339,2,262006
151,2,262006
292,2,262006
2320,2,262006
2199,2,262006
1911,2,262006
1925,2,262016
1178,2,262016
2492,2,262016
241,2,262016
2227,2,262016
1769,2,262016
1926,2,262016
1420,2,262016
1288,2,262016
1796,2,262068
2617,2,262068
2808,2,262068
2615,2,262068
214,2,262068
2344,2,262068
2463,2,262068
1890,2,262068
2397,2,262068
2214,2,262068
1989,2,262068
2713,2,262068
2120,2,262068
2060,2,262068
278,2,262068
2744,2,262068
1349,2,262068
2379,2,262068
1847,2,262068
1680,2,262068
1704,2,262151
427,2,262151
2339,2,262151
151,2,262151
2744,2,262151
1260,2,262151
441,2,262151
1242,2,262151
1944,2,262151
1847,2,262151
1247,2,262155
2555,2,262155
1642,2,262155
2342,2,262155
2338,2,262155
1647,2,262155
22,2,262155
2363,2,262159
427,2,262159
2339,2,262159
151,2,262159
441,2,262159
1242,2,262159
1944,2,262159
2340,2,262168
1172,2,262168
2024,2,262168
1416,2,262168
2747,2,262168
1247,2,262174
2338,2,262174
427,2,262174
2339,2,262174
151,2,262174
2713,2,262174
2120,2,262174
1778,2,262371
1164,2,262371
2017,2,262371
2349,2,262371
1437,2,262371
1187,2,262371
1340,2,262371
2365,2,262371
1196,2,262371
2016,2,262371
1313,2,262371
1285,2,262371
1859,2,262416
427,2,262416
2339,2,262416
151,2,262416
1260,2,262416
441,2,262416
1242,2,262416
1911,2,262416
1778,2,262469
1437,2,262469
2006,2,262469
1340,2,262469
1188,2,262469
1196,2,262469
1313,2,262469
259,2,262469
2183,2,262469
1784,2,262469
1293,2,262486
1778,2,262486
1164,2,262486
2017,2,262486
2114,2,262486
1796,2,262511
1704,2,262511
1890,2,262511
1859,2,262511
427,2,262511
2339,2,262511
151,2,262511
292,2,262511
2320,2,262511
1423,2,262511
1260,2,262511
1847,2,262511
2363,2,262534
257,2,262534
2180,2,262534
1306,2,262534
1680,2,262534
2027,2,262662
1961,2,262662
2103,2,262662
2270,2,262662
2275,2,262662
2665,2,262945
2098,2,262945
1909,2,262945
2009,2,262945
2664,2,262945
1900,2,262945
2740,2,262945
1904,2,262945
2452,2,262945
301,2,262945
2363,2,262963
2555,2,262963
257,2,262963
2180,2,262963
2401,2,262963
2548,2,262963
2634,2,263875
2287,2,263875
250,2,263875
1391,2,263875
2253,2,263875
2213,2,263875
1817,2,263875
1872,2,263875
1742,2,264049
2204,2,264049
2039,2,264049
240,2,264049
1166,2,264049
1506,2,264049
1247,2,264174
2617,2,264174
2808,2,264174
2615,2,264174
214,2,264174
2640,2,264174
2344,2,264174
1704,2,264174
1890,2,264174
1859,2,264174
427,2,264174
2339,2,264174
151,2,264174
2024,2,264174
292,2,264174
2320,2,264174
1847,2,264174
1911,2,264174
2363,2,264238
2617,2,264238
2808,2,264238
2615,2,264238
214,2,264238
1642,2,264238
2640,2,264238
2344,2,264238
2342,2,264238
1890,2,264238
1859,2,264238
2338,2,264238
1647,2,264238
2713,2,264238
2120,2,264238
2024,2,264238
2060,2,264238
22,2,264238
2744,2,264238
1260,2,264238
2344,2,264272
1890,2,264272
1859,2,264272
427,2,264272
2339,2,264272
151,2,264272
2060,2,264272
2744,2,264272
1944,2,264272
1847,2,264272
2617,2,264370
2808,2,264370
2615,2,264370
214,2,264370
213,2,264370
2060,2,264370
1796,2,264385
2617,2,264385
2808,2,264385
2615,2,264385
213,2,264385
1647,2,264385
2363,2,264420
1796,2,264420
1247,2,264420
2640,2,264420
2344,2,264420
2090,2,264420
1890,2,264420
1859,2,264420
2397,2,264420
1647,2,264420
427,2,264420
2339,2,264420
151,2,264420
2024,2,264420
292,2,264420
2320,2,264420
1423,2,264420
1260,2,264420
1847,2,264420
1911,2,264420
1408,2,264435
2027,2,264435
1961,2,264435
2193,2,264435
1430,2,264435
2617,2,264472
2808,2,264472
2615,2,264472
213,2,264472
257,2,264472
2180,2,264472
2024,2,264472
1349,2,264472
2027,2,264482
1961,2,264482
1634,2,264482
1950,2,264482
2193,2,264482
1430,2,264482
1217,2,264601
1861,2,264601
1191,2,264601
3013,2,264601
1723,2,264601
2090,2,264621
2214,2,264621
2710,2,264621
1358,2,264621
2379,2,264621
2209,2,264701
1159,2,264701
2634,2,264701
2213,2,264701
1754,2,264701
2197,2,264701
2048,2,264732
1987,2,264732
2634,2,264732
2287,2,264732
250,2,264732
2247,2,264732
2239,2,264732
1391,2,264732
2213,2,264732
1872,2,264732
1593,2,264732
1754,2,264732
2197,2,264732
1590,2,264791
2102,2,264791
1717,2,264791
1780,2,264791
1771,2,264791
2209,2,264805
1159,2,264805
2634,2,264805
2213,2,264805
2194,2,264805
2665,2,266212
1862,2,266212
1909,2,266212
2009,2,266212
2664,2,266212
1904,2,266212
2452,2,266212
1355,2,266270
2665,2,266270
2098,2,266270
1862,2,266270
1909,2,266270
2009,2,266270
2664,2,266270
1904,2,266270
1356,2,266270
1284,2,266409
2554,2,266409
243,2,266409
242,2,266409
1290,2,266409
2665,2,266638
2009,2,266638
2664,2,266638
1904,2,266638
1356,2,266638
1853,2,266996
768,2,266996
2027,2,266996
1961,2,266996
1430,2,266996
1408,2,267163
2579,2,267163
1950,2,267163
245,2,267163
2298,2,267163
1998,2,267225
218,2,267225
2222,2,267225
2515,2,267225
1428,2,267225
1192,2,267225
1213,2,267225
1522,2,267225
1676,2,267225
1325,2,267225
2210,2,267225
2386,2,267225
1326,2,267225
1954,2,267225
2502,2,267225
1495,2,267225
260,2,267225
1408,2,267388
1853,2,267388
768,2,267388
2579,2,267388
1950,2,267388
2193,2,267388
1587,2,267388
245,2,267388
2298,2,267388
2578,2,267388
1998,2,267540
218,2,267540
2222,2,267540
1213,2,267540
1522,2,267540
1676,2,267540
1325,2,267540
2210,2,267540
1326,2,267540
2502,2,267540
1342,2,267540
2515,2,267553
1522,2,267553
1676,2,267553
1325,2,267553
2210,2,267553
1326,2,267553
2502,2,267553
1342,2,267553
1998,2,267609
218,2,267609
2222,2,267609
2515,2,267609
1428,2,267609
1192,2,267609
209,2,267609
2112,2,267609
1213,2,267609
1522,2,267609
1676,2,267609
1325,2,267609
2210,2,267609
2386,2,267609
1326,2,267609
1954,2,267609
2502,2,267609
1495,2,267609
260,2,267609
1998,2,267835
2515,2,267835
1213,2,267835
1325,2,267835
1418,2,267835
2210,2,267835
1326,2,267835
1954,2,267835
1522,2,267863
1676,2,267863
1325,2,267863
2210,2,267863
1326,2,267863
1853,2,267883
768,2,267883
1950,2,267883
2195,2,267883
2578,2,267883
1998,2,267975
218,2,267975
2222,2,267975
1522,2,267975
1325,2,267975
2210,2,267975
2386,2,267975
1954,2,267975
1408,2,268149
1853,2,268149
768,2,268149
2579,2,268149
1587,2,268149
1408,2,268191
2579,2,268191
1587,2,268191
245,2,268191
2298,2,268191
2027,2,268222
1961,2,268222
2579,2,268222
1587,2,268222
245,2,268222
